restaurant_name,original_location,awards,top_tags,price_level,cuisines,vegan_options,gluten_free,open_days_per_week,avg_rating,total_reviews_count,excellent,food,service,atmosphere
Tio Joe,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Steakhouse, Fast food, Grill",€€-€€€,"Fast food, Steakhouse, Grill, Beer restaurants",Y,N,5.0,4.5,271,36,4.5,4.5,
Colom,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish, Catalan",Y,Y,,4.0,653,178,3.5,3.5,
OH BO,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2018, Certificate of Excellence 2016","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish, Healthy",Y,Y,7.0,4.0,228,17,4.5,4.0,5.0
Robadora,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish",Y,Y,7.0,4.5,558,82,4.5,4.5,4.5
El Dinamic De Bcn,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",,"Mid-range, Bar, Mediterranean, European",€€-€€€,"Mediterranean, European, Bar, Healthy",N,N,2.0,3.0,137,10,3.5,3.5,4.0
Frankfurt Pedralbes II,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",,"Cheap Eats, Fast food, European",€,"European, Fast food",N,N,7.0,3.5,152,3,4.0,3.0,
Els Pinxus Barra de Tapes,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Mediterranean, European, Gastropub",€€-€€€,"Gastropub, Mediterranean, European, Catalan",Y,Y,6.0,4.5,613,61,4.5,4.0,5.0
Enrique Tomas en Barcelona,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Certificate of Excellence 2017,"Cheap Eats, Mediterranean, European, Spanish",€,"Mediterranean, Spanish, European",N,N,,4.0,133,11,4.0,3.5,
Kubik,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",,"Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish, Catalan",N,N,7.0,3.0,734,52,3.0,3.0,3.5
Foster's Hollywood,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",,"Mid-range, American",€€-€€€,American,N,N,7.0,3.0,115,4,3.0,3.0,4.0
Restaurante O-Retorniño,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018","Mid-range, Seafood, Mediterranean, European",€€-€€€,"Seafood, Mediterranean, European, Spanish",N,Y,6.0,4.0,448,18,4.0,4.0,3.5
Restaurant El Beso y La Lluna,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",,"Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, Spanish, European",N,N,7.0,3.5,331,33,4.0,4.0,
Lennox the Pub,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",,"Mid-range, Pub",€€-€€€,Pub,N,N,7.0,4.0,101,36,3.5,4.0,
Bar Xapako,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017","Cheap Eats, Bar, Mediterranean, European",€,"Bar, Mediterranean, European, Spanish, Catalan",Y,Y,6.0,4.5,800,193,4.5,5.0,4.5
Restaurant Japones Gokoku,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Japanese, Sushi, Asian",€€-€€€,"Japanese, Sushi, Asian",Y,Y,7.0,4.5,121,15,4.0,4.5,
Dow Jones,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",,"Cheap Eats, Bar, Pub",€,"Bar, Pub",N,N,7.0,4.0,111,29,3.5,4.0,
"La Maroteca, Restaurant de Peix Salvatge","[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018","Mid-range, Seafood, Mediterranean, Spanish",€€-€€€,"Seafood, Mediterranean, Spanish",N,Y,6.0,4.5,133,23,4.5,4.5,
Pannus Delipatesse,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",,"Cheap Eats, Bakeries, Cafe, Fast food",€,"Cafe, Fast food, European",N,N,,3.5,173,25,3.5,3.5,
Disfrutar,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice Best of the Best, Michelin 2021 for Two Michelin Stars: Excellent cooking, worth a detour!, Michelin 2021 for Very comfortable restaurant","Fine Dining, Mediterranean, European, Spanish",€€€€,,N,N,5.0,4.5,1878,454,5.0,5.0,4.5
Miss Sushi Illa Diagonal Japanese Restaurant,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",,"Mid-range, Japanese, Sushi, Fusion",€€-€€€,"Japanese, Sushi, Fusion",Y,N,7.0,3.5,275,6,3.5,3.5,4.5
El Jardinet D'Aribau,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",,"Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish",N,Y,3.0,4.5,622,44,4.5,4.5,
Maido Tasca Japonesa,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Cheap Eats, Japanese, Asian, Vegetarian Friendly",€,"Japanese, Asian",N,N,5.0,4.5,126,8,4.5,4.0,
Ristorante Meraviglioso,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Italian, Mediterranean, Vegetarian Friendly",€€-€€€,"Italian, Mediterranean",Y,Y,6.0,4.5,294,43,4.5,4.5,4.0
Ziryab Fusion Tapas Bar,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Mediterranean, European, Spanish",€€-€€€,,N,N,5.0,4.5,1314,588,4.5,4.5,4.5
Meat Corner,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",,"Mid-range, European, Spanish",€€-€€€,"European, Spanish",N,N,,3.0,156,4,3.0,3.0,3.0
Lateral Bcn,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",,"Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish",Y,Y,7.0,3.5,539,44,4.0,3.5,3.5
Buenas Migas Plaza Espanya,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",,"Cheap Eats, Italian, Cafe, Fast food",€,"Cafe, Fast food, European, Italian",N,N,,3.5,108,13,4.0,4.0,
Buenas Migas,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017","Cheap Eats, Cafe, European, Vegetarian Friendly",€,"Cafe, European",N,N,7.0,4.0,107,7,4.0,3.5,4.0
Tapas 2254,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, Catalan, Vegetarian Friendly, Vegan Options",€€-€€€,Catalan,Y,Y,7.0,4.5,1001,336,4.5,4.5,4.5
Latorna,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2017, Certificate of Excellence 2014","Mid-range, Mediterranean, Spanish, Vegetarian Friendly",€€-€€€,"Mediterranean, Spanish",N,N,6.0,4.0,147,27,4.0,4.0,4.5
Can Cisa,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Certificate of Excellence 2016,"Mid-range, Mediterranean, European, Spanish",€€-€€€,"European, Spanish, Wine Bar, Mediterranean",N,N,6.0,4.0,122,32,4.0,4.0,4.0
Bouquet Experience,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2019, Certificate of Excellence 2018","Mid-range, International, Mediterranean, Spanish",€€-€€€,"Mediterranean, Spanish, International, Wine Bar",Y,Y,6.0,4.5,180,8,4.5,4.5,
Cafe del Born,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",,"Mid-range, Cafe, European",€€-€€€,"Cafe, European",N,N,7.0,3.5,106,10,3.5,3.0,
Cafe 365,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2018, Certificate of Excellence 2016","Cheap Eats, Bakeries, Cafe, European",€,"Cafe, European",N,N,,4.0,119,23,4.0,4.0,
Cachitos Diagonal,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",,"Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish, Catalan",Y,Y,7.0,4.0,477,42,4.0,4.0,4.0
Blacklab Brewhouse and Kitchen,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019","Mid-range, Brew Pub, Bar, Cafe",€€-€€€,"Cafe, Beer restaurants, Bar, Brew Pub",N,N,7.0,4.0,503,153,4.0,4.0,4.0
Cu-Cut,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish, Wine Bar, Catalan",Y,Y,6.0,4.5,759,188,4.5,4.0,4.0
Bodega la Puntual,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, Mediterranean, Spanish, Catalan",€€-€€€,"Spanish, Mediterranean, Catalan",N,Y,7.0,4.0,877,191,4.0,4.0,3.5
Nogg Restaurant & Drinks,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Fusion, Mediterranean, European, Spanish",Y,N,6.0,4.0,179,8,4.0,4.5,5.0
The Juice House,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2018, Certificate of Excellence 2016","Mid-range, International, European, Healthy",€€-€€€,"European, Healthy, International",Y,Y,7.0,4.0,279,57,4.5,4.0,5.0
Bananas,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",,"Mid-range, International, Mediterranean, European",€€-€€€,"Mediterranean, European, International",Y,Y,6.0,4.0,307,38,4.0,4.0,4.5
Marina Port Vell Restaurant,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2019, Certificate of Excellence 2016","Fine Dining, Seafood, Mediterranean, European",€€€€,,N,N,7.0,4.0,570,91,4.0,4.0,
Restaurant Sedna,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Seafood, Mediterranean, European",€€-€€€,"Seafood, Mediterranean, European, Spanish",Y,Y,6.0,4.0,426,84,4.0,4.0,4.0
Santos Tapas,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Spanish, Mediterranean, European",N,N,6.0,4.0,132,30,4.0,4.0,
Xurreria Sagrada Familia,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Cheap Eats, Dessert, Cafe, Fast food",€,"Cafe, Fast food, Spanish",N,N,7.0,4.0,224,39,4.5,4.0,
Can Dendê,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Brazilian, Cafe, European",€€-€€€,,N,N,5.0,4.5,955,340,4.5,4.5,5.0
Mitja Galta,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2016","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, Spanish, European, Contemporary",Y,Y,6.0,4.0,168,5,4.0,4.0,4.5
La Cava,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish",Y,N,,4.5,155,30,4.5,4.5,
TGB The Good Burguer,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",,"Cheap Eats, Quick Bites, American, Fast food",€,"American, Fast food",N,N,5.0,3.0,135,6,3.5,3.5,
La Prudencia del Raval,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish",N,N,3.0,4.5,194,39,4.5,4.5,4.5
La Clara Restaurant,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012, Certificate of Excellence 2011","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish, Catalan",Y,Y,7.0,4.0,557,82,4.0,4.0,4.0
Out of China,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013","Mid-range, Chinese, Healthy, Cantonese",€€-€€€,"Chinese, Healthy",Y,Y,7.0,4.0,780,100,4.0,4.5,4.0
Isami,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, Japanese, Sushi, Asian",€€-€€€,"Japanese, Sushi, Asian",Y,Y,7.0,4.0,171,8,4.0,4.0,
Futballarium Barcelona,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Bar, International, Pub",€€-€€€,"Bar, Pub, Hungarian, International",Y,Y,6.0,4.5,537,104,5.0,5.0,5.0
La Bicicleta,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2016","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish, Catalan",Y,Y,7.0,4.0,237,18,4.0,4.0,4.5
Bovinum,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",,"Mid-range, European, Spanish",€€-€€€,"European, Spanish",N,N,6.0,3.0,117,3,3.5,3.0,
BrewDog Barcelona,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Bar, Pub",€€-€€€,"Bar, Pub",N,N,7.0,4.0,306,74,4.0,4.0,
Can Bigotis,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish, Fusion",N,N,5.0,4.5,176,14,4.5,4.5,
Farggi Born,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019","Mid-range, Dessert",€€-€€€,,N,N,7.0,4.0,153,12,4.0,4.0,
La Vermu,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, Bar, Mediterranean, Spanish",€€-€€€,"Spanish, Bar, Mediterranean, Pub",N,N,7.0,4.0,118,10,4.5,4.0,
La Consentida,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",,"Mid-range, Japanese, Mediterranean",€€-€€€,"Japanese, Mediterranean",N,N,,3.5,105,5,3.5,3.0,3.0
Aribau 3,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2019, Certificate of Excellence 2018","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish",Y,N,7.0,4.0,160,19,4.0,3.5,
Diagonal 301 Restaurant,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",,"Mid-range, Mediterranean, European",€€-€€€,"Mediterranean, European",N,N,7.0,3.5,110,9,4.0,4.0,
La Cholita,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Mediterranean, Spanish, Fusion",€€-€€€,"Mediterranean, Spanish, Fusion",Y,Y,5.0,4.5,659,79,4.5,4.5,4.5
Casa Lolea Barcelona,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, European, Spanish, Catalan",€€-€€€,,N,N,7.0,4.5,2572,829,4.5,4.5,5.0
el Tap,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Bar, Mediterranean, European",€€-€€€,"Mediterranean, Bar, European, Spanish",Y,N,7.0,4.5,279,38,4.0,4.0,
Costa Coffee - Sagrada Familia,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2016","Mid-range, Dessert, Cafe, European",€€-€€€,"European, Cafe",N,N,7.0,4.0,236,32,4.0,4.0,
Aromas de Istanbul,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",,"Cheap Eats, Fast food, Spanish, Turkish",€,"Spanish, Fast food, Turkish",N,N,7.0,3.0,351,37,3.0,2.5,
Taps,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish, Catalan",Y,Y,6.0,4.5,944,277,4.5,4.5,4.5
Fresc Co,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",,"Cheap Eats, Mediterranean, European, Contemporary",€,"Mediterranean, European, Contemporary, Healthy",N,N,7.0,3.5,140,16,3.5,3.5,
Informal,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2016","Fine Dining, Mediterranean, European, Spanish",€€€€,"Spanish, Mediterranean, European, Catalan",Y,Y,5.0,4.5,948,259,4.5,4.5,4.5
Bar Celta Pulperia,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Cheap Eats, Bar, Seafood, Mediterranean",€,"Bar, Seafood, Mediterranean, Spanish, Catalan",N,N,6.0,4.0,1037,160,4.0,4.0,4.0
mantura tapes asiàtiques i vins,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Chinese, Asian, Thai",€€-€€€,"Chinese, Asian, Thai, Fusion",Y,Y,7.0,4.5,317,60,4.5,4.5,4.5
DOP Restaurante,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2018, Certificate of Excellence 2016","Fine Dining, Mediterranean, European, Spanish",€€€€,"Mediterranean, European, Spanish",N,Y,6.0,4.0,207,9,4.5,4.0,
Entrepanes Diaz,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2016","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish, Catalan",N,N,7.0,4.0,334,36,4.5,4.5,4.5
The Sopa Boba,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, International, Mediterranean, Healthy",€€-€€€,"Mediterranean, International, Healthy, Catalan",Y,Y,6.0,4.5,995,318,4.5,4.5,5.0
Restaurante Mano Rota,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Michelin 2021 for The Michelin Plate: Good cooking, Michelin 2021 for Simple restaurant","Mid-range, International, Mediterranean, European",€€-€€€,"International, Mediterranean, Spanish, European, Fusion",Y,Y,6.0,4.0,457,40,4.5,4.0,4.5
The Fish & Chips Shop,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Cheap Eats, Mediterranean, European, British",€,"Mediterranean, British, Middle Eastern, European, Fusion",N,N,7.0,4.5,851,255,4.5,4.5,4.5
Restaurante El Palomo Cojo,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Mediterranean, Spanish, Vegetarian Friendly",€€-€€€,"Mediterranean, Spanish",N,N,6.0,4.5,174,3,4.5,4.5,
W Lounge,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Bar, Mediterranean, European",€€-€€€,"Bar, Mediterranean, European, Spanish",N,N,7.0,4.0,155,48,4.0,4.0,
My Bar,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Cheap Eats, Bar, Pub",€,"Bar, Pub",N,N,7.0,4.5,162,53,4.5,4.5,
Urretxu,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, Mediterranean, Spanish, Basque",€€-€€€,"Mediterranean, Spanish",N,N,,4.5,151,8,4.5,4.5,
Malaysia,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Asian, Street Food, Malaysian",€€-€€€,"Asian, Malaysian, Street Food",Y,Y,6.0,4.5,218,59,4.5,4.5,
Deja Burg,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, International, Vegetarian Friendly, Vegan Options",€€-€€€,International,Y,Y,5.0,4.5,208,26,4.5,4.5,
Restaurante Suamu,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",,"Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, Spanish, European",N,N,7.0,3.5,118,9,4.0,4.0,
